"sei","rank","number"
"松苗","8876位",226
"沼井","8876位",226
"乗本","8876位",226
"水山","8876位",226
"炭本","8876位",226
"貞光","8876位",226
"東良","8876位",226
"百井","8876位",226
"布留川","8876位",226
"北折","8876位",226
"蓑原","8876位",226
"明山","8876位",226
"矢津田","8876位",226
"友森","8876位",226
"米窪","8899位",225
"平安名","8899位",225
"冨野","8899位",225
"堂野","8899位",225
"湯澤","8899位",225
"東峰","8899位",225
"津野田","8899位",225
"谷森","8899位",225
"滝石","8899位",225
"大鷹","8899位",225
"増森","8899位",225
"赤江","8899位",225
"西垣内","8899位",225
"常泉","8899位",225
"小井手","8899位",225
"四柳","8899位",225
"三木田","8899位",225
"荒本","8899位",225
"近重","8899位",225
"戒能","8899位",225
"河原林","8899位",225
"餌取","8899位",225
"羽佐田","8899位",225
"烏田","8899位",225
"安ケ平","8899位",225
"阿彦","8899位",225
"蕨野","8925位",224
"野垣","8925位",224
"木川田","8925位",224
"湊川","8925位",224
"板沢","8925位",224
"馬崎","8925位",224
"日名","8925位",224
"東久保","8925位",224
"田爪","8925位",224
"津原","8925位",224
"中納","8925位",224
"大道寺","8925位",224
"赤","8925位",224
"清崎","8925位",224
"小管","8925位",224
"兼古","8925位",224
"経塚","8925位",224
"桑崎","8925位",224
"笠田","8925位",224
"改田","8925位",224
"夏見","8925位",224
"下枝","8925位",224
"阿佐美","8925位",224
"阿江","8925位",224
"和泉田","8949位",223
"立谷","8949位",223
"矢形","8949位",223
"芳井","8949位",223
"物井","8949位",223
"冨澤","8949位",223
"飛鷹","8949位",223
"馬詰","8949位",223
"能代","8949位",223
"日","8949位",223
"徳吉","8949位",223
"道原","8949位",223
"東松","8949位",223
"鉄本","8949位",223
"長富","8949位",223
"中静","8949位",223
"代","8949位",223
"多喜","8949位",223
"川邊","8949位",223
"西戸","8949位",223
"山蔭","8949位",223
"桜山","8949位",223
"高清水","8949位",223
"溝越","8949位",223
"恒成","8949位",223
"古石","8949位",223
"兼村","8949位",223
"越沼","8949位",223
"阿出川","8949位",223
"和多","8978位",222
"友常","8978位",222
"保原","8978位",222
"半藤","8978位",222
"八神","8978位",222
"奈須野","8978位",222
"藤後","8978位",222
"唐田","8978位",222
"仲岡","8978位",222
"中牧","8978位",222
"中峰","8978位",222
"竹入","8978位",222
"先山","8978位",222
"雪野","8978位",222
"主藤","8978位",222
"若色","8978位",222
"寺平","8978位",222
"三並","8978位",222
"三柴","8978位",222
"薩川","8978位",222
"絹田","8978位",222
"久枝","8978位",222
"下倉","8978位",222
"一岡","8978位",222
"安次嶺","8978位",222
"廣野","9003位",221
"野々川","9003位",221
"毛呂","9003位",221
"福成","9003位",221
"洞田","9003位",221
"蝶野","9003位",221
"滝岡","9003位",221
"宗広","9003位",221
"志沢","9003位",221
"笹淵","9003位",221
"光崎","9003位",221
"吉末","9003位",221
"亀","9003位",221
"井狩","9003位",221
"輪湖","9017位",220
"野際","9017位",220
"木所","9017位",220
"北瀬","9017位",220
"平藤","9017位",220
"鳩貝","9017位",220
"藤曲","9017位",220
"島守","9017位",220
"茶山","9017位",220
"大堂","9017位",220
"太宰","9017位",220
"杉川","9017位",220
"松館","9017位",220
"山之上","9017位",220
"吉峯","9017位",220
"亀倉","9017位",220
"気仙","9017位",220
"椛田","9017位",220
"垣原","9017位",220
"安並","9017位",220
"柚木崎","9037位",219
"野々","9037位",219
"名護","9037位",219
"服巻","9037位",219
"尾立","9037位",219
"板崎","9037位",219
"陶","9037位",219
"椿野","9037位",219
"大隣","9037位",219
"浅妻","9037位",219
"諸留","9037位",219
"重石","9037位",219
"洲脇","9037位",219
"朱","9037位",219
"三雲","9037位",219
"高里","9037位",219
"厚木","9037位",219
"恵谷","9037位",219
"郷古","9037位",219
"牛渡","9037位",219
"岩政","9037位",219
"下嶋","9037位",219
"岡添","9037位",219
"穐田","9037位",219
"柳館","9061位",218
"綿田","9061位",218
"豊吉","9061位",218
"保手浜","9061位",218
"百合","9061位",218
"飯窪","9061位",218
"内河","9061位",218
"得丸","9061位",218
"長棟","9061位",218
"中市","9061位",218
"中舘","9061位",218
"竹末","9061位",218
"大富","9061位",218
"大霜","9061位",218
"大貝","9061位",218
"太田代","9061位",218
"川和田","9061位",218
"杉永","9061位",218
"須谷","9061位",218
"小豆畑","9061位",218
"寺見","9061位",218
"菊次","9061位",218
"椛山","9061位",218
"外島","9061位",218
"雨貝","9061位",218
"羽切","9061位",218
"磯脇","9061位",218
"伊良皆","9061位",218
"宗藤","9089位",217
"出本","9089位",217
"水溜","9089位",217
"嵩原","9089位",217
"赤座","9089位",217
"貞弘","9089位",217
"田鹿","9089位",217
"東沢","9089位",217
"道又","9089位",217
"梅下","9089位",217
"迫口","9089位",217
"八下田","9089位",217
"平位","9089位",217
"明間","9089位",217
"蓮","9089位",217
"浪崎","9089位",217
"鹿糠","9089位",217
"高沼","9089位",217
"五来","9089位",217
"櫛山","9089位",217
"居城","9089位",217
"宮久保","9089位",217
"吉河","9089位",217
"菊入","9089位",217
"垣下","9089位",217
"岡室","9089位",217
"稲橋","9089位",217
"井嶋","9089位",217
"井越","9089位",217
"安嶋","9089位",217
"安場","9089位",217
"綾田","9089位",217
"澤谷","9121位",216
"廣澤","9121位",216
"有満","9121位",216
"片根","9121位",216
"尾鷲","9121位",216
"備後","9121位",216
"日根野","9121位",216
"定塚","9121位",216
"沢中","9121位",216
"大鷲","9121位",216
"大束","9121位",216
"善","9121位",216
"石母田","9121位",216
"仁田原","9121位",216
"小部","9121位",216
"住江","9121位",216
"柴川","9121位",216
"元橋","9121位",216
"権守","9121位",216
"久次","9121位",216
"奥林","9121位",216
"伊是名","9121位",216
"阿河","9121位",216
"畝","9144位",215
"政野","9144位",215
"清重","9144位",215
"清滝","9144位",215
"川杉","9144位",215
"丹代","9144位",215
"端野","9144位",215
"池畠","9144位",215
"竹俣","9144位",215
"竹葉","9144位",215
"秩父","9144位",215
"嶋根","9144位",215
"入澤","9144位",215
"北迫","9144位",215
"面谷","9144位",215
"門奈","9144位",215
"与古田","9144位",215
"陸田","9144位",215
"簑田","9144位",215
"世戸","9144位",215
"一原","9144位",215
"宇敷","9144位",215
"岡口","9144位",215
"岩槻","9144位",215
"鬼武","9144位",215
"玉江","9144位",215
"金綱","9144位",215
"櫛野","9144位",215
"月本","9144位",215
"佐和","9144位",215
"砂塚","9144位",215
"坂岡","9144位",215
"阪倉","9144位",215
"山澤","9144位",215
"時崎","9144位",215
"狩集","9144位",215
"上竹","9144位",215
"常陸","9144位",215
"数田","9144位",215
"野城","9183位",214
"名本","9183位",214
"比江島","9183位",214
"麦谷","9183位",214
"道添","9183位",214
"道前","9183位",214
"忠地","9183位",214
"竹縄","9183位",214
"石高","9183位",214
"西峰","9183位",214
"世永","9183位",214
"上水流","9183位",214
"松高","9183位",214
"小薬","9183位",214
"小江","9183位",214
"雫","9183位",214
"今井田","9183位",214
"古塚","9183位",214
"古後","9183位",214
"吉鶴","9183位",214
"丸地","9183位",214
"下橋","9183位",214
"横峯","9183位",214
"奥貫","9183位",214
"浦辻","9183位",214
"磯口","9183位",214
"蛯谷","9209位",213
"要田","9209位",213
"有間","9209位",213
"柳浦","9209位",213
"鳩山","9209位",213
"八野","9209位",213
"日谷","9209位",213
"仲条","9209位",213
"倉金","9209位",213
"初鹿","9209位",213
"宗本","9209位",213
"七原","9209位",213
"似鳥","9209位",213
"山島","9209位",213
"阪根","9209位",213
"隈井","9209位",213
"窪園","9209位",213
"久須美","9209位",213
"橘本","9209位",213
"祇園","9209位",213
"巻幡","9209位",213
"貝川","9209位",213
"乙坂","9209位",213
"岡澤","9209位",213
"岡尾","9209位",213
"塩村","9209位",213
"濱中","9235位",212
"北御門","9235位",212
"冨江","9235位",212
"尾見","9235位",212
"湯藤","9235位",212
"菅根","9235位",212
"新立","9235位",212
"山後","9235位",212
"佐分利","9235位",212
"佐島","9235位",212
"糠谷","9235位",212
"金戸","9235位",212
"及部","9235位",212
"気賀沢","9235位",212
"永冶","9235位",212
"影井","9235位",212
"安枝","9235位",212
"野並","9252位",211
"満生","9252位",211
"満園","9252位",211
"片村","9252位",211
"板場","9252位",211
"辻浦","9252位",211
"池ノ上","9252位",211
"赤倉","9252位",211
"生稲","9252位",211
"椙村","9252位",211
"真尾","9252位",211
"松矢","9252位",211
"守矢","9252位",211
"時","9252位",211
"寺垣","9252位",211
"山市","9252位",211
"国兼","9252位",211
"五条","9252位",211
"兼坂","9252位",211
"恵木","9252位",211
"旗手","9252位",211
"貝沢","9252位",211
"賀数","9252位",211
"烏谷","9252位",211
"宇佐川","9252位",211
"茨田","9252位",211
"芦崎","9252位",211
"愛知","9252位",211
"帯川","9280位",210
"知識","9280位",210
"中永","9280位",210
"調","9280位",210
"長永","9280位",210
"天辰","9280位",210
"日裏","9280位",210
"入来","9280位",210
"肥田木","9280位",210
"飛島","9280位",210
"美田","9280位",210
"浜武","9280位",210
"鳴沢","9280位",210
"友","9280位",210
"忰田","9280位",210
"渕本","9280位",210
"霜野","9280位",210
"稲次","9280位",210
"越地","9280位",210
"園村","9280位",210
"河波","9280位",210
"見留","9280位",210
"広藤","9280位",210
"高篠","9280位",210
"高泉","9280位",210
"治部","9280位",210
"若藤","9280位",210
"若梅","9280位",210
"松縄","9280位",210
"信貴","9280位",210
"深代","9280位",210
"世利","9280位",210
"船谷","9280位",210
"目片","9313位",209
"芳岡","9313位",209
"難波江","9313位",209
"鐙","9313位",209
"田久","9313位",209
"沢地","9313位",209
"早苗","9313位",209
"川畠","9313位",209
"上米良","9313位",209
"上鶴","9313位",209
"初村","9313位",209
"行成","9313位",209
"広村","9313位",209
"巧","9313位",209
"古嶋","9313位",209
"串崎","9313位",209
"九十","9313位",209
"吉門","9313位",209
"亀甲","9313位",209
"鬼崎","9313位",209
"茅島","9313位",209
"鴨崎","9313位",209
"加園","9313位",209
"岡畑","9313位",209
"押本","9313位",209
"藍沢","9338位",208
"野池","9338位",208
"富成","9338位",208
"日和","9338位",208
"日馬","9338位",208
"廿楽","9338位",208
"田地","9338位",208
"猪尾","9338位",208
"中杉","9338位",208
"蔵満","9338位",208
"船瀬","9338位",208
"須戸","9338位",208
"七種","9338位",208
"兼崎","9338位",208
"金銅","9338位",208
"久保野","9338位",208
"岩鼻","9338位",208
"遠野","9338位",208
"井之口","9338位",208
"安崎","9338位",208
"國分","9358位",207
"和佐田","9358位",207
"由本","9358位",207
"有末","9358位",207
"友原","9358位",207
"野邑","9358位",207
"本石","9358位",207
"墨谷","9358位",207
"藤光","9358位",207
"東崎","9358位",207
"唐木田","9358位",207
"猪山","9358位",207
"池宮城","9358位",207
"大濱","9358位",207
"束原","9358位",207
"霜越","9358位",207
"西広","9358位",207
"小作","9358位",207
"砂岡","9358位",207
"厚海","9358位",207
"魚崎","9358位",207
"宮戸","9358位",207
"貴船","9358位",207
"海堀","9358位",207
"荷川取","9358位",207
"鵜瀬","9358位",207
"瑞慶山","9384位",206
"赤石沢","9384位",206
"船迫","9384位",206
"草原","9384位",206
"道畑","9384位",206
"波間","9384位",206
"畑崎","9384位",206
"八川","9384位",206
"尾越","9384位",206
"伏原","9384位",206
"蜂巣","9384位",206
"牧浦","9384位",206
"民宿","9384位",206
"目次","9384位",206
"弥富","9384位",206
"嶽本","9384位",206
"針山","9384位",206
"種岡","9384位",206
"軸屋","9384位",206
"佐内","9384位",206
"根路銘","9384位",206
"香坂","9384位",206
"金箱","9384位",206
"魚本","9384位",206
"宮薗","9384位",206
"岩滝","9384位",206
"花牟礼","9384位",206
"下松","9384位",206
"永楽","9384位",206
"因","9384位",206
"伊勢村","9384位",206
"伊森","9384位",206
"浅古","9416位",205
"大土","9416位",205
"大年","9416位",205
"沢頭","9416位",205
"竹橋","9416位",205
"仲江","9416位",205
"昼田","9416位",205
"猪崎","9416位",205
"津吹","9416位",205
"栂","9416位",205
"碇谷","9416位",205
"道井","9416位",205
"楠部","9416位",205
"八山","9416位",205
"本園","9416位",205
"鑓田","9416位",205
"川城","9416位",205
"千吉良","9416位",205
"垂石","9416位",205
"神出","9416位",205
"植地","9416位",205
"上内","9416位",205
"昌子","9416位",205
"小名","9416位",205
"三鴨","9416位",205
"黒本","9416位",205
"国保","9416位",205
"江添","9416位",205
"橋谷田","9416位",205
"橋ケ谷","9416位",205
"岩西","9416位",205
"益","9416位",205
"稲船","9416位",205
"水迫","9449位",204
"清谷","9449位",204
"西池","9449位",204
"竹見","9449位",204
"猪島","9449位",204
"度会","9449位",204
"二之宮","9449位",204
"日永","9449位",204
"日光","9449位",204
"馬篭","9449位",204
"樋沢","9449位",204
"撫養","9449位",204
"桝野","9449位",204
"矢追","9449位",204
"友定","9449位",204
"和中","9449位",204
